Web,Código,Descripción,Precio,Relación,Medida,Código Companía,Companía,Existencia,Loc : Habilitado,Loc : Autorizado,CodigoProducto,Producto,Peligrosidad,ONU,Cant Pallet,CodigoTipo,Subtipo,CodigoRubro,Tipo,Rubro,Descrip.Facturacion,Ferti Bolsa Granel,DivDepo,Densidad
1,471,GIRASOL MG 63 CL (B3) C/Cruiser 2011,0,1,Bls.,105,CORTEVA,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,472,GIRASOL MG 2 (B2) 2012,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,473,GIRASOL MG 2 (B2) C/Cruiser 2012,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,474,GIRASOL MG 2 (B3) C/Cruiser 2012,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,475,GIRASOL MG 63 (B2) 2011,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,476,GIRASOL MG 63 (B3) 2011,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,477,GIRASOL MG 63 (B2) C/Cruiser 2011,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,478,GIRASOL MG 63 (B3) C/Cruiser 2011,0,1,Bls.,105,CORTEVA,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,479,GIRASOL SRM 773 CL (BB) VPG 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,480,GIRASOL TRITON MAX (BB) VPG 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,481,GIRASOL SRM 743 CL (BB) VPG 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,482,GIRASOL CIRO (BB) VPG 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,550,GIRASOL MG 360,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,483,MAIZ AX-820 CL (B2) 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,484,MAIZ AX-820 CL MG (B2) 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,485,MAIZ AX-820 CL MG (B2) C/Poncho 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,486,MAIZ AX-744 MG (B2) C/Poncho 2013,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,487,MAIZ AX-820 MG (B2) 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,488,MAIZ AX-842 (B2) 2009,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,489,MAIZ AX-842 (B2) C/Poncho 2010,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,490,MAIZ AX-882 CL (B2) 2009,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,491,MAIZ AX-882 CL (B2) C/Poncho 2009,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,492,MAIZ AX-882 CL MG (B2) C/Poncho 2009,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,493,MAIZ AX-882 HCL (B2) C/Poncho 2013,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,494,MAIZ AX-882 HCL MG (B2) C/Poncho 2013,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,495,MAIZ AX-884 IT (B2) C/Poncho 2008,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,496,MAIZ AX-852 MG (B2) C/Poncho 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,497,MAIZ AX-878 MG (B2) C/Poncho 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,498,MAIZ AX-886 MG (B2) C/Poncho 2013,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,499,MAIZ AX-892 (B2) 2008,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,500,MAIZ AX-842 TDMax (B2) C/Poncho 2010,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,501,MAIZ AX-842 TDMax (B2) 2010,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,502,MAIZ AX-895 TDMax (B2) 2007,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,503,MAIZ AX-895 TDMax (B2) C/Poncho 2007,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,504,MAIZ ALBION CL MG (BB) VPP 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,505,MAIZ PRIMUS MG (BB) VPP 2010,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,506,MAIZ SRM 541 MG (BB) VPP 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,507,MAIZ SRM 540 MG CL (BB) VPP 2011,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,508,MAIZ SRM 565 MG RR2 (BB) VPP 2012,0,1,Bls.,49,SURSEM S.A.,0,0,0,642,MAIZ SRM,0,0,0,26,MAIZ CAMP. 2012,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,509,MAIZ SRM 562 MG (BB) VPP 2010,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,510,MAIZ SRM 573 (BB) 2012,0,1,Bls.,49,SURSEM S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,511,MAIZ MASS 494 MG (B2) C/Cruiser 2010,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
1,512,MAIZ MASS 494 MG (B2) C/Poncho 2012,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,513,MAIZ MASS 534 CL (B2) C/Poncho 2010,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,514,MAIZ MASS 534 CL (B2) 2010,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,515,MAIZ MASS 534 RR (B2) 2010,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,516,MAIZ 2M 545 HX LL (B2) C/Poncho 2009,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
1,517,MAIZ 2M 552 HX LL (B2) C/Cruiser 2009,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
0,518,MAIZ DUO 548 (B2) 2012,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,519,MAIZ DUO 567 (B2) C/Poncho 2010,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,520,MAIZ M 369 (B2) 2009,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,521,MAIZ M 369 (B2) C/Poncho 2009,0,1,Bls.,105,CORTEVA,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
0,522,MAIZ DUO 546 HX CL (B2) 2010,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
0,523,MAIZ DUO 546 HX CL (B2) C/Poncho 2010,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
0,524,MAIZ DUO 548 HX LL (B2) 2012,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
0,525,MAIZ DUO 548 HX LL (B2) C/Poncho 2012,0,1,Bls.,105,CORTEVA,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,Maiz,,Ag;Co;TS;Va,40
1,526,GIRASOL NTO 6 (B2) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,527,GIRASOL NTO 6 (B3) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,528,GIRASOL NTO 1 CL (B2) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,529,GIRASOL NTO 1 CL (B3) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,530,GIRASOL NTO 2 (B2) C/Cruiser 2010,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,531,GIRASOL NTO 2 (B3) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,532,GIRASOL NTO 2 (B2) C/Poncho sol,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,533,GIRASOL NTO 2 (B3) C/Poncho sol,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,534,GIRASOL NTO 3 (B2) C/Cruiser,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,535,GIRASOL NTO 3.0 (B3) Curado,0,1,Bls.,105,CORTEVA,0,0,0,563,GIRASOL NTO 3,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,536,NITRAGIN OPTIMIZE POWER (Para 2500 Kgs),0,1,Pack,89,NOVOZYMES BIOAG,0,0,0,395,INOCULANTE PROTECTOR,4,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,NITRAGIN,,Ag;Co;TS;Va,5
1,537,CIERRES PARA SILOBOLSA,0,1,Unid.,6,PLASTAR SAN LUIS S.A.,0,1,0,250,CIERRE SILOBOLSA,0,0,0,36,CIERRES,5,COMPLEMENTARIOS SILOBOLSAS,SILOBOLSAS,CIERRES,,Sem;Fert;SB,115
0,538,CALSEA PHOS,0,1,Unid.,47,ROULLIER ARGENTINA S.A.,0,0,0,256,OTROS,4,0,0,38,VARIOS,4,VARIOS,VARIOS,CALSEA,,Ag;Co;TS;Va,1
0,539,PLACAS PARA SIEMBRA,0,1,Unid.,70,COMPANIAS VARIAS,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,PLACAS,,Ag;Co;TS;Va,1
1,540,REPELENTE NTP  - B.Verde  (Bidon 1 lt),0,1,Lts.,42,NITRAP S.R.L.,0,1,0,436,REPELENTE AVES,4,0,0,38,VARIOS,4,VARIOS,VARIOS,REPELENTE,,Ag;Co;TS;Va,1
0,541,SALES CALSEA TIMAC (Bolsa x 25Kgs),0,25,Kgs.,47,ROULLIER ARGENTINA S.A.,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,SALES,,Ag;Co;TS;Va,1
0,542,SALES TIMAC FORTE (Bolsa x 25Kgs),0,25,Kgs.,47,ROULLIER ARGENTINA S.A.,0,0,0,256,OTROS,0,0,0,38,VARIOS,4,VARIOS,VARIOS,SALES,,Ag;Co;TS;Va,1
1,543,SOJA DM 4970 RR (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,0,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,544,GIRASOL MG 60 CL (B3) 2011,0,1,Bls.,105,CORTEVA,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,545,GIRASOL MG 40 CL (B3) 2011,0,1,Bls.,105,CORTEVA,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,546,GIRASOL MG 63 CL (B3) 2011,0,1,Bls.,105,CORTEVA,0,0,0,552,PARAISO 102,0,0,0,27,GIRASOL CAMP. 2013,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
0,547,DASEN (Bidon x 10 lts),0,10,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,258,BENAZOLIN ETIL,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,DASEN,,Ag;Co;TS;Va,1
0,548,ALFALFA VICTORIA Pelleteada (Bolsa x 25K,0,25,Kgs.,36,LOS PRADOS S.A.,0,1,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,549,GUARDIAN (Bidon x 20 lts),0,20,Lts.,40,MONSANTO ARGENTINA S.A.,0,1,0,44,ACETOCLOR,2,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,GUARDIAN,,Ag;Co;TS;Va,1.1
0,550,COADYUVANTE FULL ADYUVANTE (Bidon 1 lt),0,1,Lts.,16,ALVOR S.R.L.,0,0,0,159,ADHERENTE HIPOTENSOR,4,0,0,24,COADYUVANTE ACTIVADOR,7,COADYUVANTES,COADYUVANTES,COADYUVANTE,,Ag;Co;TS;Va,1
1,551,RHIZO FLO PREMIUM MAIZ (Para 1440 Kgs),0,1,Pack,53,LABORATORIOS CKC ARGENTINA S.A,0,0,0,396,INOCULANTE,4,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,RHIZO,,Ag;Co;TS;Va,5
0,552,PROTRAP (Bidon 4 lts),0,4,Lts.,42,NITRAP S.R.L.,0,0,0,129,PROTECTOR,4,0,0,19,ADITIVOS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,PROTRAP,,Ag;Co;TS;Va,1
0,553,DAP (Bolsa x 50 Kgs),0,0.05,Tn.,38,MALTERIA PAMPA S.A.,0,0,0,455,DAP,0,0,0,58,SOLIDO BOLSA,2,FOSFORADO,FERTILIZANTES,DAP,,Sem;Fert;SB,1000
1,554,FLUROCLORIDONA (G) (Bidon 5 lts),0,5,Lts.,59,CARGILL S.A.C.I.,0,0,0,61,FLUROCLORIDONA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,FLUROCLORIDONA,,Ag;Co;TS;Va,1
1,555,STANDOUT (Bidon x 20 lts),0,20,Lts.,4,BASF ARGENTINA S.A.,0,0,0,67,GLIFOSATO IMAZETAPYR,2,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,STANDOUT,,Ag;Co;TS;Va,1
1,556,CLORPIRIFOS 48% SHOOTER-B.Amaril (x20L),0,20,Lts.,2,ATANOR S.A.C.,0,1,0,95,CLORPIRIFOS,4,0,0,6,ORGANOFOSFORADOS,1,INSECTICIDAS,AGROQUIMICOS,CLORPIRIFOS,,Ag;Co;TS;Va,1.4
0,557,POWER PLUS (Bidon x 20 lts),0,20,Lts.,2,ATANOR S.A.C.,0,0,0,65,GLIFOSATO,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,POWER,,Ag;Co;TS;Va,1
1,558,EVOLUTION (Bidon 1 lt),0,1,Lts.,20,BAYER S.A.,0,0,0,75,ISOXAFLUTOLE,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,EVOLUTION,,Ag;Co;TS;Va,1
0,559,MERLIN 75 G (Sobre x 140 Grs),0,0.14,Kgs.,20,BAYER S.A.,0,0,0,75,ISOXAFLUTOLE,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,MERLIN,,Ag;Co;TS;Va,1
0,560,PANZER ULTRA (Bidon x 20 lts),0,20,Lts.,105,CORTEVA,0,0,0,65,GLIFOSATO,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,PANZER,,Ag;Co;TS;Va,1
1,561,SORGO GRANIFERO SRM 445 (Bolsa x 25Kgs),0,1,Bls.,49,SURSEM S.A.,0,0,0,228,SORGOS GRANIFEROS,0,0,0,29,SORGO GRANIFERO,3,HIBRIDOS SORGO,SEMILLAS,SORGO,,Sem;Fert;SB,25
1,562,GIRASOL MG 100 AO (B1) 2010,0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,563,MASTER (Bidon x 20 lts),0,20,Lts.,5,CHEMINOVA AGRO DE ARGENTINA SA,0,0,0,93,ENDOSULFAN,4,0,0,6,ORGANOCLORADOS,1,INSECTICIDAS,AGROQUIMICOS,MASTER,,Ag;Co;TS;Va,1
0,564,TOTAL (Bidon x 20 lts),0,20,Lts.,5,CHEMINOVA AGRO DE ARGENTINA SA,0,0,0,65,GLIFOSATO,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,TOTAL,,Ag;Co;TS;Va,1
1,565,GIRASOL NTO 1.0 CL (B3) Curado,0,1,Bls.,105,CORTEVA,0,1,0,560,GIRASOL NTO 1,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,566,GIRASOL NTO 3 (B1),0,1,Bls.,105,CORTEVA,0,0,0,564,GIRASOL NTO OTROS,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,567,DEFENDER (Bidon x 10 lts),0,10,Lts.,105,CORTEVA,0,0,0,61,FLUROCLORIDONA,2,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,DEFENDER,,Ag;Co;TS;Va,1
1,568,DIMETOATO AGRO MAX (Bidon x 20 lts),0,20,Lts.,13,AGRO MAX S.R.L.,0,0,0,96,DIMETOATO,2,0,0,6,ORGANOFOSFORADOS,1,INSECTICIDAS,AGROQUIMICOS,DIMETOATO,,Ag;Co;TS;Va,1
1,569,FLUROCLORIDONA ALVOR (Bidon x 20 lts),0,20,Lts.,16,ALVOR S.R.L.,0,0,0,61,FLUROCLORIDONA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,FLUROCLORIDONA,,Ag;Co;TS;Va,1
0,570,ALFALFA WL 1058 (Bolsa x 25Kgs),0,25,Kgs.,14,AGVANCE S.A.,0,0,0,261,ALFALFA GRUPO 8-9-10,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,571,ALFALFA WL 442 C/Gaucho (Bolsa x 25Kgs),0,25,Kgs.,14,AGVANCE S.A.,0,0,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,572,ALFALFA WL 611 C/Imida (Bolsa x 25Kgs),0,25,Kgs.,14,AGVANCE S.A.,0,0,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
0,573,BICEP PACK GOLD (Pack),0,1,Pack,50,SYNGENTA S.A.,0,0,0,47,ATRAZINA S-METOLACLORO,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,BICEP,,Ag;Co;TS;Va,5
1,574,MAIZ AX-820 CL (B1) C/Poncho 2011,0,1,Bls.,41,NIDERA  S.A.,0,0,0,644,MAIZ 2M 510,0,0,0,26,MAIZ CAMP. 2013,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
