Year,Week,Product,UOM,Deposit,Quantity
2021,37,158,Lts.,2,100.0
2021,37,158,Lts.,3,380.0
2021,37,158,Lts.,10,20.0
2021,37,158,Lts.,14,300.0
2021,37,158,Lts.,15,1220.0
2021,37,158,Lts.,61,240.0
2021,37,158,Lts.,62,360.0
2021,37,158,Lts.,63,460.0
2021,37,159,Lts.,3,19.0
2021,37,159,Lts.,10,16.0
2021,37,159,Lts.,14,11.0
2021,37,159,Lts.,15,58.0
2021,37,159,Lts.,61,78.0
2021,37,159,Lts.,62,129.0
2021,37,159,Lts.,63,322.0
2021,37,160,Lts.,10,40.0
2021,37,160,Lts.,15,160.0
2021,37,160,Lts.,61,390.0
2021,37,160,Lts.,62,1390.0
2021,37,160,Lts.,63,80.0
2021,37,161,Pack,15,4.0
2021,37,161,Pack,62,12.0
2021,37,163,Lts.,3,3.0
2021,37,166,Lts.,2,34.0
2021,37,166,Lts.,3,7.0
2021,37,166,Lts.,10,10.0
2021,37,166,Lts.,14,36.0
2021,37,166,Lts.,15,20.0
2021,37,166,Lts.,61,10.0
2021,37,166,Lts.,62,237.0
2021,37,166,Lts.,63,194.0
2021,37,168,Lts.,10,260.0
2021,37,168,Lts.,14,580.0
2021,37,168,Lts.,15,80.0
2021,37,168,Lts.,62,340.0
2021,37,168,Lts.,63,40.0
2021,37,215,Kgs.,15,300.0
2021,37,241,Kgs.,62,20.0
2021,37,264,Unid.,61,2.0
2021,37,264,Unid.,62,4.0
2021,37,282,Kgs.,61,29.75
2021,37,282,Kgs.,62,5.95
2021,37,282,Kgs.,63,7.0
2021,37,375,Lts.,3,9.0
2021,37,375,Lts.,15,6.0
2021,37,375,Lts.,62,10.0
2021,37,377,Lts.,62,2260.0
2021,37,380,Kgs.,3,350.0
2021,37,380,Kgs.,10,420.0
2021,37,380,Kgs.,14,450.0
2021,37,380,Kgs.,15,1740.0
2021,37,380,Kgs.,61,1745.0
2021,37,380,Kgs.,62,5380.0
2021,37,380,Kgs.,63,1085.0
2021,37,382,Kgs.,62,14.4
2021,37,389,Lts.,3,75.0
2021,37,389,Lts.,10,15.0
2021,37,389,Lts.,61,1050.0
2021,37,389,Lts.,62,155.0
2021,37,389,Lts.,63,130.0
2021,37,396,Pack,63,20.0
2021,37,396,Unid.,61,9.0
2021,37,408,Unid.,61,2.0
2021,37,41,Lts.,3,580.0
2021,37,41,Lts.,4,160.0
2021,37,41,Lts.,10,640.0
2021,37,41,Lts.,14,1040.0
2021,37,41,Lts.,15,4900.0
2021,37,41,Lts.,61,1460.0
2021,37,41,Lts.,62,6480.0
2021,37,41,Lts.,63,1780.0
2021,37,42,Lts.,1,180.0
2021,37,42,Lts.,15,200.0
2021,37,42,Lts.,62,240.0
2021,37,42,Lts.,63,160.0
2021,37,430,Pack,62,20.0
2021,37,431,Lts.,61,100.0
2021,37,44,Lts.,3,520.0
2021,37,44,Lts.,14,460.0
2021,37,44,Lts.,15,20.0
2021,37,44,Lts.,62,120.0
2021,37,442,Kgs.,2,1.5
2021,37,442,Kgs.,63,5.699999999999999
2021,37,449,Kgs.,2,49.0
2021,37,449,Kgs.,3,61.0
2021,37,449,Kgs.,10,70.0
2021,37,449,Kgs.,14,43.0
2021,37,449,Kgs.,15,7.0
2021,37,449,Kgs.,61,140.0
2021,37,449,Kgs.,62,35.0
2021,37,449,Kgs.,63,243.0
2021,37,457,Tn.,15,1.0
2021,37,463,Tn.,63,1.42
2021,37,48,Lts.,14,100.0
2021,37,48,Lts.,61,40.0
2021,37,487,Lts.,3,5.0
2021,37,487,Lts.,61,30.0
2021,37,49,Lts.,61,30.0
2021,37,51,Lts.,3,20.0
2021,37,51,Lts.,10,90.0
2021,37,51,Lts.,61,140.0
2021,37,51,Lts.,62,80.0
2021,37,51,Lts.,63,220.0
2021,37,52,Lts.,3,30.0
2021,37,52,Lts.,10,55.0
2021,37,52,Lts.,15,20.0
2021,37,52,Lts.,61,215.0
2021,37,52,Lts.,62,5.0
2021,37,52,Lts.,63,105.0
2021,37,53,Kgs.,3,2.0
2021,37,53,Kgs.,4,3.2
2021,37,53,Kgs.,10,2.0
2021,37,53,Kgs.,14,3.6
2021,37,53,Kgs.,15,23.8
2021,37,53,Kgs.,62,20.0
2021,37,53,Kgs.,63,71.60000000000001
2021,37,54,Lts.,2,160.0
2021,37,54,Lts.,3,50.0
2021,37,54,Lts.,4,10.0
2021,37,54,Lts.,10,50.0
2021,37,54,Lts.,14,80.0
2021,37,54,Lts.,15,625.0
2021,37,54,Lts.,61,40.0
2021,37,54,Lts.,62,1860.0
2021,37,54,Lts.,63,220.0
2021,37,558,Bls.,63,84.0
2021,37,56,Kgs.,15,1.0
2021,37,56,Kgs.,62,1.5
2021,37,57,Kgs.,15,80.0
2021,37,57,Kgs.,62,25.0
2021,37,57,Lts.,2,120.0
2021,37,57,Lts.,3,5.0
2021,37,57,Lts.,10,30.0
2021,37,57,Lts.,14,25.0
2021,37,57,Lts.,15,151.0
2021,37,57,Lts.,61,235.0
2021,37,57,Lts.,62,255.0
2021,37,57,Lts.,63,40.0
2021,37,59,Lts.,3,5.0
2021,37,59,Lts.,10,5.0
2021,37,59,Lts.,62,5.0
2021,37,59,Lts.,63,35.0
2021,37,60,Kgs.,15,28.0
2021,37,60,Kgs.,61,22.0
2021,37,60,Lts.,3,45.0
2021,37,60,Lts.,15,55.0
2021,37,60,Lts.,61,240.0
2021,37,60,Lts.,62,25.0
2021,37,60,Lts.,63,255.0
2021,37,61,Lts.,63,290.0
2021,37,63,Lts.,3,140.0
2021,37,63,Lts.,10,10.0
2021,37,63,Lts.,14,150.0
2021,37,63,Lts.,15,155.0
2021,37,63,Lts.,61,20.0
2021,37,63,Lts.,62,820.0
2021,37,63,Lts.,63,295.0
2021,37,65,Kgs.,10,165.0
2021,37,65,Kgs.,15,1575.0
2021,37,65,Kgs.,62,2425.0
2021,37,65,Kgs.,63,285.0
2021,37,65,Lts.,3,1960.0
2021,37,65,Lts.,10,2480.0
2021,37,65,Lts.,11,20.0
2021,37,65,Lts.,14,2700.0
2021,37,65,Lts.,15,8160.0
2021,37,65,Lts.,22,740.0
2021,37,65,Lts.,61,6460.0
2021,37,65,Lts.,62,30783.0
2021,37,65,Lts.,63,16980.0
2021,37,663,Bls.,4,181.0
2021,37,663,Bls.,61,191.0
2021,37,663,Bls.,63,220.0
2021,37,68,Lts.,2,105.0
2021,37,68,Lts.,3,40.0
2021,37,68,Lts.,10,10.0
2021,37,68,Lts.,14,40.0
2021,37,68,Lts.,15,50.0
2021,37,68,Lts.,61,105.0
2021,37,68,Lts.,62,85.0
2021,37,68,Lts.,63,30.0
2021,37,687,Bls.,63,238.0
2021,37,693,Lts.,14,113.0
2021,37,693,Lts.,15,19.0
2021,37,693,Lts.,62,19.0
2021,37,693,Lts.,63,92.0
2021,37,696,Lts.,62,101.0
2021,37,70,Lts.,63,20.0
2021,37,710,Lts.,15,45.0
2021,37,711,Kgs.,14,0.3
2021,37,711,Kgs.,62,5.4
2021,37,719,Kgs.,2,13.76
2021,37,719,Kgs.,3,10.32
2021,37,719,Kgs.,10,30.099999999999998
2021,37,719,Kgs.,22,10.32
2021,37,719,Kgs.,61,0.86
2021,37,719,Kgs.,62,2.58
2021,37,73,Lts.,61,15.0
2021,37,734,Lts.,15,40.0
2021,37,734,Lts.,63,60.0
2021,37,735,Lts.,2,100.0
2021,37,735,Lts.,3,300.0
2021,37,735,Lts.,10,1120.0
2021,37,735,Lts.,14,40.0
2021,37,735,Lts.,15,780.0
2021,37,735,Lts.,61,1820.0
2021,37,735,Lts.,62,5480.0
2021,37,735,Lts.,63,3120.0
2021,37,738,Bls.,3,95.0
2021,37,738,Bls.,61,14.0
2021,37,738,Bls.,63,169.0
2021,37,738,Bls.,70,60.0
2021,37,74,Pack,62,35.0
2021,37,744,Bls.,61,4.0
2021,37,744,Bls.,63,5.0
2021,37,758,Bls.,4,405.0
2021,37,758,Bls.,61,31.0
2021,37,758,Bls.,63,229.0
2021,37,758,Bls.,70,60.0
2021,37,76,Lts.,10,420.0
2021,37,76,Lts.,14,300.0
2021,37,76,Lts.,15,240.0
2021,37,76,Lts.,61,60.0
2021,37,76,Lts.,62,740.0
2021,37,76,Lts.,63,360.0
2021,37,761,Bls.,14,22.0
2021,37,761,Bls.,61,27.0
2021,37,761,Bls.,63,296.0
2021,37,761,Bls.,70,598.0
2021,37,766,Tn.,1,0.25
2021,37,766,Tn.,61,0.925
2021,37,766,Tn.,63,0.7
2021,37,77,Lts.,3,140.0
2021,37,77,Lts.,63,1260.0
2021,37,772,Tn.,3,0.925
2021,37,774,Tn.,2,0.25
2021,37,774,Tn.,70,2.0
2021,37,776,Lts.,3,4.0
2021,37,776,Lts.,61,20.0
2021,37,776,Lts.,62,5.0
2021,37,78,Kgs.,7,1.0
2021,37,78,Kgs.,10,9.75
2021,37,78,Kgs.,14,0.6
2021,37,78,Kgs.,62,22.3
2021,37,78,Kgs.,63,1.2
2021,37,783,Kgs.,10,3.0
2021,37,783,Kgs.,61,24.0
2021,37,783,Kgs.,63,33.0
2021,37,784,Pack,15,12.0
2021,37,784,Pack,61,8.0
2021,37,784,Pack,62,65.0
2021,37,793,Lts.,62,209.0
2021,37,794,Tn.,3,1.25
2021,37,794,Tn.,61,0.6
2021,37,794,Tn.,70,2.875
2021,37,796,Bls.,3,54.0
2021,37,796,Bls.,15,17.0
2021,37,796,Bls.,61,73.0
2021,37,796,Bls.,63,281.0
2021,37,796,Bls.,70,97.0
2021,37,797,Bls.,3,184.0
2021,37,797,Bls.,4,204.0
2021,37,797,Bls.,15,27.0
2021,37,797,Bls.,61,138.0
2021,37,797,Bls.,63,2015.0
2021,37,797,Bls.,70,559.0
2021,37,80,Lts.,2,80.0
2021,37,80,Lts.,3,20.0
2021,37,80,Lts.,14,120.0
2021,37,80,Lts.,15,320.0
2021,37,80,Lts.,62,2040.0
2021,37,808,Bls.,3,5.0
2021,37,808,Bls.,14,3.0
2021,37,808,Bls.,63,79.0
2021,37,808,Bls.,70,22.0
2021,37,810,Lts.,15,100.0
2021,37,813,Kgs.,63,15.88
2021,37,814,Lts.,3,40.0
2021,37,814,Lts.,61,30.0
2021,37,814,Lts.,63,20.0
2021,37,818,Kgs.,61,460.0
2021,37,819,Lts.,62,620.0
2021,37,819,Lts.,63,110.0
2021,37,822,Bls.,62,720.0
2021,37,822,Bls.,63,200.0
2021,37,828,Unid.,62,2.0
2021,37,83,Lts.,3,10.0
2021,37,83,Lts.,14,25.0
2021,37,83,Lts.,15,45.0
2021,37,83,Lts.,61,125.0
2021,37,83,Lts.,62,1080.0
2021,37,83,Lts.,63,100.0
2021,37,831,Bls.,3,17.0
2021,37,831,Bls.,61,51.0
2021,37,831,Bls.,63,155.0
2021,37,835,Tn.,3,1.25
2021,37,837,Tn.,61,14.7
2021,37,838,Bls.,63,113.0
2021,37,85,Lts.,3,2.0
2021,37,85,Lts.,7,1.0
2021,37,85,Lts.,10,5.0
2021,37,85,Lts.,15,1.0
2021,37,85,Lts.,63,1.0
2021,37,88,Lts.,3,70.0
2021,37,88,Lts.,10,460.0
2021,37,88,Lts.,15,410.0
2021,37,88,Lts.,61,2105.0
2021,37,88,Lts.,62,1300.0
2021,37,88,Lts.,63,4120.0
2021,37,89,Lts.,2,35.0
2021,37,89,Lts.,3,50.0
2021,37,89,Lts.,14,535.0
2021,37,89,Lts.,15,10.0
2021,37,89,Lts.,61,1050.0
2021,37,89,Lts.,62,880.0
2021,37,89,Lts.,63,725.0
2021,37,95,Lts.,2,20.0
2021,37,95,Lts.,3,120.0
2021,37,95,Lts.,14,160.0
2021,37,95,Lts.,15,100.0
2021,37,95,Lts.,62,700.0
2021,37,95,Lts.,63,100.0
2021,38,102,Lts.,14,80.0
2021,38,102,Lts.,15,1.0
2021,38,102,Lts.,61,207.0
2021,38,102,Lts.,62,840.0
2021,38,102,Lts.,63,80.0
2021,38,103,Kgs.,62,10.0
2021,38,103,Kgs.,63,0.1
2021,38,104,Lts.,10,4.0
2021,38,104,Lts.,15,5.0
2021,38,104,Lts.,63,38.0
2021,38,106,Lts.,63,10.0
2021,38,142,Pack,61,4.0
2021,38,158,Lts.,3,20.0
2021,38,158,Lts.,10,80.0
2021,38,158,Lts.,14,440.0
2021,38,158,Lts.,15,360.0
2021,38,158,Lts.,61,165.0
2021,38,158,Lts.,62,775.0
2021,38,158,Lts.,63,360.0
2021,38,158,Lts.,98,40.0
2021,38,159,Lts.,2,3.0
2021,38,159,Lts.,3,38.0
2021,38,159,Lts.,7,32.0
2021,38,159,Lts.,14,16.0
2021,38,159,Lts.,15,72.0
2021,38,159,Lts.,61,42.0
2021,38,159,Lts.,62,37.0
2021,38,159,Lts.,63,141.0
2021,38,160,Lts.,2,80.0
2021,38,160,Lts.,3,80.0
2021,38,160,Lts.,10,110.0
2021,38,160,Lts.,14,50.0
2021,38,160,Lts.,15,110.0
2021,38,160,Lts.,61,180.0
2021,38,160,Lts.,62,160.0
2021,38,160,Lts.,63,170.0
2021,38,161,Lts.,63,40.0
2021,38,161,Pack,62,89.0
2021,38,162,Lts.,63,12.0
2021,38,166,Lts.,3,116.0
2021,38,166,Lts.,14,14.0
2021,38,166,Lts.,15,121.0
2021,38,166,Lts.,61,43.0
2021,38,166,Lts.,62,62.0
2021,38,166,Lts.,63,158.0
2021,38,167,Lts.,62,100.0
2021,38,168,Lts.,3,60.0
2021,38,168,Lts.,10,360.0
2021,38,168,Lts.,14,60.0
2021,38,168,Lts.,62,2180.0
2021,38,168,Lts.,63,140.0
2021,38,259,Pack,63,9.0
2021,38,282,Kgs.,3,3.5
2021,38,282,Kgs.,61,1.4
2021,38,282,Kgs.,62,17.5
2021,38,282,Kgs.,63,63.0
2021,38,286,Lts.,62,120.0
2021,38,375,Lts.,15,12.0
2021,38,375,Lts.,62,6.0
2021,38,380,Kgs.,2,60.0
2021,38,380,Kgs.,3,420.0
2021,38,380,Kgs.,10,630.0
2021,38,380,Kgs.,14,190.0
2021,38,380,Kgs.,15,925.0
2021,38,380,Kgs.,61,2040.0
2021,38,380,Kgs.,62,13930.0
2021,38,380,Kgs.,63,2345.0
2021,38,389,Lts.,3,50.0
2021,38,389,Lts.,10,120.0
2021,38,389,Lts.,14,60.0
2021,38,389,Lts.,15,60.0
2021,38,389,Lts.,22,5.0
2021,38,389,Lts.,61,1310.0
2021,38,389,Lts.,62,2290.0
2021,38,389,Lts.,63,3375.0
2021,38,394,Pack,10,2.0
2021,38,394,Pack,61,2.0
2021,38,408,Unid.,3,1.0
2021,38,408,Unid.,63,6.0
2021,38,41,Lts.,1,120.0
2021,38,41,Lts.,2,980.0
2021,38,41,Lts.,3,1260.0
2021,38,41,Lts.,4,60.0
2021,38,41,Lts.,10,360.0
2021,38,41,Lts.,11,40.0
2021,38,41,Lts.,14,960.0
2021,38,41,Lts.,15,2360.0
2021,38,41,Lts.,61,1000.0
2021,38,41,Lts.,62,5800.0
2021,38,41,Lts.,63,1680.0
2021,38,41,Lts.,98,60.0
2021,38,42,Lts.,3,240.0
2021,38,42,Lts.,15,20.0
2021,38,42,Lts.,63,20.0
2021,38,44,Lts.,14,320.0
2021,38,44,Lts.,61,160.0
2021,38,44,Lts.,63,20.0
2021,38,442,Kgs.,62,1.05
2021,38,446,Lts.,62,35.0
2021,38,446,Lts.,63,55.0
2021,38,449,Kgs.,10,65.0
2021,38,449,Kgs.,14,26.0
2021,38,449,Kgs.,15,8.0
2021,38,449,Kgs.,61,32.0
2021,38,449,Kgs.,62,156.0
2021,38,449,Kgs.,63,287.0
2021,38,457,Tn.,62,0.75
2021,38,457,Tn.,70,0.75
2021,38,461,Tn.,63,3.0
2021,38,472,Tn.,61,30.0
2021,38,48,Lts.,10,60.0
2021,38,48,Lts.,61,1080.0
2021,38,48,Lts.,62,380.0
2021,38,48,Lts.,63,40.0
2021,38,481,Tn.,14,0.3
2021,38,481,Tn.,63,5.25
2021,38,487,Lts.,61,90.0
2021,38,487,Lts.,62,25.0
2021,38,489,Lts.,61,500.0
2021,38,489,Lts.,62,200.0
2021,38,50,Lts.,61,10.0
2021,38,51,Lts.,1,70.0
2021,38,51,Lts.,3,20.0
2021,38,51,Lts.,10,125.0
2021,38,51,Lts.,61,500.0
2021,38,51,Lts.,62,80.0
2021,38,52,Lts.,2,10.0
2021,38,52,Lts.,3,15.0
2021,38,52,Lts.,14,45.0
2021,38,52,Lts.,15,70.0
2021,38,52,Lts.,61,160.0
2021,38,52,Lts.,62,65.0
2021,38,52,Lts.,63,15.0
2021,38,53,Kgs.,3,0.8
2021,38,53,Kgs.,10,5.2
2021,38,53,Kgs.,15,7.2
2021,38,53,Kgs.,62,111.60000000000001
2021,38,53,Kgs.,63,32.0
2021,38,54,Lts.,1,65.0
2021,38,54,Lts.,2,30.0
2021,38,54,Lts.,3,20.0
2021,38,54,Lts.,7,20.0
2021,38,54,Lts.,14,195.0
2021,38,54,Lts.,15,230.0
2021,38,54,Lts.,61,20.0
2021,38,54,Lts.,62,765.0
2021,38,54,Lts.,63,195.0
2021,38,54,Lts.,98,10.0
2021,38,558,Bls.,61,68.0
2021,38,558,Bls.,63,23.0
2021,38,558,Bls.,70,28.0
2021,38,56,Kgs.,1,12.0
2021,38,56,Kgs.,4,3.0
2021,38,56,Kgs.,61,4.5
2021,38,56,Kgs.,62,11.0
2021,38,57,Kgs.,15,60.0
2021,38,57,Lts.,1,60.0
2021,38,57,Lts.,2,15.0
2021,38,57,Lts.,10,10.0
2021,38,57,Lts.,14,20.0
2021,38,57,Lts.,15,60.0
2021,38,57,Lts.,61,15.0
2021,38,57,Lts.,62,50.0
2021,38,57,Lts.,63,60.0
2021,38,60,Kgs.,15,40.0
2021,38,60,Kgs.,62,25.0
2021,38,60,Kgs.,63,25.0
2021,38,60,Lts.,3,10.0
2021,38,60,Lts.,10,100.0
2021,38,60,Lts.,14,10.0
2021,38,60,Lts.,15,30.0
2021,38,60,Lts.,62,515.0
2021,38,60,Lts.,63,285.0
2021,38,61,Lts.,63,140.0
2021,38,63,Lts.,1,50.0
2021,38,63,Lts.,2,10.0
2021,38,63,Lts.,3,60.0
2021,38,63,Lts.,62,285.0
2021,38,63,Lts.,63,130.0
2021,38,65,Kgs.,62,1005.0
2021,38,65,Lts.,2,160.0
2021,38,65,Lts.,3,3000.0
2021,38,65,Lts.,10,460.0
2021,38,65,Lts.,14,3000.0
2021,38,65,Lts.,15,6020.0
2021,38,65,Lts.,61,14740.0
2021,38,65,Lts.,62,23257.0
2021,38,65,Lts.,63,12200.0
2021,38,663,Bls.,4,170.0
2021,38,663,Bls.,61,179.0
2021,38,663,Bls.,62,7.0
2021,38,663,Bls.,70,186.0
2021,38,68,Lts.,10,10.0
2021,38,68,Lts.,14,10.0
2021,38,68,Lts.,15,65.0
2021,38,68,Lts.,61,70.0
2021,38,68,Lts.,62,1065.0
2021,38,687,Bls.,63,35.0
2021,38,687,Bls.,70,46.0
2021,38,693,Lts.,1,25.0
2021,38,693,Lts.,3,5.0
2021,38,693,Lts.,14,29.0
2021,38,693,Lts.,15,8.0
2021,38,693,Lts.,62,77.0
2021,38,693,Lts.,63,39.0
2021,38,696,Lts.,3,4.0
2021,38,696,Lts.,15,18.0
2021,38,696,Lts.,62,72.0
2021,38,696,Lts.,63,53.0
2021,38,70,Lts.,61,180.0
2021,38,70,Lts.,62,300.0
2021,38,710,Lts.,2,13.0
2021,38,710,Lts.,14,2.0
2021,38,710,Lts.,15,1.0
2021,38,711,Kgs.,62,4.2
2021,38,711,Kgs.,63,1.2
2021,38,719,Kgs.,2,60.199999999999996
2021,38,719,Kgs.,3,2.58
2021,38,719,Kgs.,10,4.3
2021,38,719,Kgs.,15,2.58
2021,38,719,Kgs.,61,36.980000000000004
2021,38,719,Kgs.,62,31.82
2021,38,719,Kgs.,63,5.16
2021,38,73,Lts.,3,2.0
2021,38,73,Pack,63,6.0
2021,38,734,Lts.,62,125.0
2021,38,735,Lts.,2,400.0
2021,38,735,Lts.,3,300.0
2021,38,735,Lts.,10,360.0
2021,38,735,Lts.,14,780.0
2021,38,735,Lts.,15,560.0
2021,38,735,Lts.,61,3080.0
2021,38,735,Lts.,63,3080.0
2021,38,737,Bls.,70,176.0
2021,38,738,Bls.,15,100.0
2021,38,738,Bls.,61,181.0
2021,38,738,Bls.,63,241.0
2021,38,738,Bls.,70,18.0
2021,38,744,Bls.,61,73.0
2021,38,744,Bls.,63,47.0
2021,38,744,Bls.,70,103.0
2021,38,758,Bls.,4,440.0
2021,38,758,Bls.,10,28.0
2021,38,758,Bls.,15,101.0
2021,38,758,Bls.,61,15.0
2021,38,758,Bls.,63,206.0
2021,38,758,Bls.,70,459.0
2021,38,76,Lts.,61,60.0
2021,38,76,Lts.,62,100.0
2021,38,76,Lts.,63,260.0
2021,38,761,Bls.,3,136.0
2021,38,761,Bls.,15,214.0
2021,38,761,Bls.,61,67.0
2021,38,761,Bls.,63,299.0
2021,38,761,Bls.,70,2141.0
2021,38,766,Tn.,70,2.0
2021,38,768,Tn.,70,2.0
2021,38,77,Lts.,3,660.0
2021,38,77,Lts.,14,20.0
2021,38,77,Lts.,61,600.0
2021,38,77,Lts.,63,400.0
2021,38,772,Tn.,63,0.125
2021,38,774,Tn.,63,0.125
2021,38,776,Lts.,3,4.0
2021,38,776,Lts.,61,1.0
2021,38,777,Tn.,18,0.45
2021,38,779,Bls.,10,3.0
2021,38,779,Bls.,70,1.0
2021,38,78,Kgs.,10,0.1
2021,38,78,Kgs.,14,0.15
2021,38,78,Kgs.,62,1.8
2021,38,78,Kgs.,63,5.9
2021,38,783,Kgs.,2,9.0
2021,38,783,Kgs.,3,10.6
2021,38,783,Kgs.,62,3.0
2021,38,783,Kgs.,63,52.5
2021,38,784,Pack,15,1.0
2021,38,784,Pack,61,46.0
2021,38,784,Pack,62,6.0
2021,38,788,Lts.,15,1.0
2021,38,788,Lts.,61,2.0
2021,38,794,Tn.,3,0.75
2021,38,794,Tn.,10,7.5
2021,38,794,Tn.,61,3.0
2021,38,795,Bls.,61,135.0
2021,38,795,Bls.,70,225.0
2021,38,796,Bls.,3,31.0
2021,38,796,Bls.,4,6.0
2021,38,796,Bls.,7,16.0
2021,38,796,Bls.,10,15.0
2021,38,796,Bls.,14,24.0
2021,38,796,Bls.,15,38.0
2021,38,796,Bls.,61,41.0
2021,38,796,Bls.,63,321.0
2021,38,796,Bls.,70,120.0
2021,38,797,Bls.,3,180.0
2021,38,797,Bls.,10,298.0
2021,38,797,Bls.,14,30.0
2021,38,797,Bls.,61,835.0
2021,38,797,Bls.,63,865.0
2021,38,797,Bls.,70,721.0
2021,38,80,Lts.,2,280.0
2021,38,80,Lts.,10,40.0
2021,38,80,Lts.,14,80.0
2021,38,80,Lts.,15,160.0
2021,38,80,Lts.,61,220.0
2021,38,80,Lts.,62,7620.0
2021,38,80,Lts.,63,380.0
2021,38,808,Bls.,3,72.0
2021,38,808,Bls.,4,72.0
2021,38,808,Bls.,61,22.0
2021,38,808,Bls.,63,155.0
2021,38,808,Bls.,70,222.0
2021,38,809,Lts.,63,20.0
2021,38,813,Kgs.,63,31.756
2021,38,814,Lts.,63,30.0
2021,38,818,Kgs.,15,30.0
2021,38,820,Bls.,70,56.0
2021,38,828,Unid.,62,1.0
2021,38,83,Lts.,3,150.0
2021,38,83,Lts.,14,25.0
2021,38,83,Lts.,15,55.0
2021,38,83,Lts.,61,105.0
2021,38,83,Lts.,62,160.0
2021,38,83,Lts.,63,35.0
2021,38,831,Bls.,7,30.0
2021,38,831,Bls.,15,100.0
2021,38,831,Bls.,61,84.0
2021,38,831,Bls.,63,112.0
2021,38,831,Bls.,70,69.0
2021,38,838,Bls.,70,39.0
2021,38,842,Bls.,63,11.0
2021,38,842,Bls.,70,60.0
2021,38,85,Lts.,98,3.0
2021,38,86,Lts.,63,5.0
2021,38,88,Lts.,3,500.0
2021,38,88,Lts.,10,420.0
2021,38,88,Lts.,15,235.0
2021,38,88,Lts.,61,2580.0
2021,38,88,Lts.,62,5600.0
2021,38,88,Lts.,63,2510.0
2021,38,89,Lts.,3,15.0
2021,38,89,Lts.,10,30.0
2021,38,89,Lts.,14,115.0
2021,38,89,Lts.,15,80.0
2021,38,89,Lts.,61,895.0
2021,38,89,Lts.,62,880.0
2021,38,89,Lts.,63,1540.0
2021,38,95,Lts.,3,104.0
2021,38,95,Lts.,14,40.0
2021,38,95,Lts.,15,140.0
2021,38,95,Lts.,62,160.0
2021,38,95,Lts.,63,180.0
2021,39,102,Lts.,61,893.0
2021,39,102,Lts.,63,320.0
2021,39,103,Kgs.,3,0.1
2021,39,103,Kgs.,14,0.2
2021,39,103,Kgs.,15,0.2
2021,39,103,Kgs.,62,2.2
2021,39,103,Kgs.,63,1.2
2021,39,104,Lts.,4,3.0
2021,39,104,Lts.,14,10.0
2021,39,104,Lts.,15,0.5
2021,39,104,Lts.,62,6.0
2021,39,104,Lts.,63,64.5
2021,39,106,Lts.,63,55.0
2021,39,129,Lts.,62,0.3
2021,39,158,Lts.,3,820.0
2021,39,158,Lts.,14,160.0
2021,39,158,Lts.,15,460.0
2021,39,158,Lts.,22,20.0
2021,39,158,Lts.,61,415.0
2021,39,158,Lts.,62,720.0
2021,39,158,Lts.,63,600.0
2021,39,159,Lts.,2,10.0
2021,39,159,Lts.,3,10.0
2021,39,159,Lts.,10,16.0
2021,39,159,Lts.,14,18.0
2021,39,159,Lts.,15,95.0
2021,39,159,Lts.,61,72.0
2021,39,159,Lts.,62,24.0
2021,39,159,Lts.,63,915.0
2021,39,160,Lts.,3,70.0
2021,39,160,Lts.,4,50.0
2021,39,160,Lts.,11,10.0
2021,39,160,Lts.,15,60.0
2021,39,160,Lts.,61,190.0
2021,39,160,Lts.,62,370.0
2021,39,160,Lts.,63,240.0
2021,39,161,Pack,62,48.0
2021,39,163,Lts.,3,6.0
2021,39,166,Lts.,3,1.0
2021,39,166,Lts.,10,10.0
2021,39,166,Lts.,15,20.0
2021,39,166,Lts.,62,50.0
2021,39,166,Lts.,63,206.0
2021,39,167,Kgs.,63,20.0
2021,39,167,Lts.,61,20.0
2021,39,168,Lts.,3,60.0
2021,39,168,Lts.,14,60.0
2021,39,168,Lts.,61,20.0
2021,39,168,Lts.,62,2120.0
2021,39,168,Lts.,63,320.0
2021,39,215,Kgs.,1,75.0
2021,39,217,Bls.,70,25.0
2021,39,217,Unid.,15,25.0
2021,39,238,Unid.,61,1.0
2021,39,259,Pack,61,8.0
2021,39,282,Kgs.,15,0.7
2021,39,282,Kgs.,62,21.0
2021,39,282,Kgs.,63,5.95
2021,39,371,Lts.,9,30.0
2021,39,375,Lts.,1,12.0
2021,39,375,Lts.,3,6.0
2021,39,375,Lts.,11,2.0
2021,39,375,Lts.,62,7.0
2021,39,375,Lts.,63,17.0
2021,39,380,Kgs.,1,150.0
2021,39,380,Kgs.,2,30.0
2021,39,380,Kgs.,3,130.0
2021,39,380,Kgs.,10,1490.0
2021,39,380,Kgs.,14,70.0
2021,39,380,Kgs.,15,1380.0
2021,39,380,Kgs.,61,1715.0
2021,39,380,Kgs.,62,1560.0
2021,39,380,Kgs.,63,7180.0
2021,39,382,Kgs.,63,58.32
2021,39,389,Lts.,3,285.0
2021,39,389,Lts.,10,210.0
2021,39,389,Lts.,11,95.0
2021,39,389,Lts.,14,10.0
2021,39,389,Lts.,15,40.0
2021,39,389,Lts.,61,1390.0
2021,39,389,Lts.,62,950.0
2021,39,389,Lts.,63,795.0
2021,39,393,Pack,61,14.0
2021,39,396,Kgs.,63,1.0
2021,39,396,Pack,63,171.0
2021,39,396,Unid.,61,20.0
2021,39,408,Unid.,61,4.0
2021,39,41,Lts.,1,140.0
2021,39,41,Lts.,2,720.0
2021,39,41,Lts.,3,80.0
